Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.847142189, 2.38849231696;"{""type"": ""Point"", ""coordinates"": [2.388492316955785, 48.847142188964575]}";1110.0;130 BIS, BD DIDEROT - 11 COUR SAINT ELOI;2008;RIVP;1;0;0;0;1;construction neuve;;12;logement familial;655123.6969;6860962.4
48.8742343624, 2.38576505701;"{""type"": ""Point"", ""coordinates"": [2.385765057009722, 48.87423436236932]}";1117.0;97, RUE DE BELLEVILLE;2008;HAB.SOL.;1;1;0;0;0;acquisition conventionnement;;19;logement familial;654946.991;6863976.388
48.8401576857, 2.2929606999;"{""type"": ""Point"", ""coordinates"": [2.292960699895206, 48.840157685709094]}";1121.0;2 RUE COURNOT;2008;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;648106.2031;6860244.332
48.863231946, 2.3892616716;"{""type"": ""Point"", ""coordinates"": [2.389261671595527, 48.86323194600113]}";1123.0;14 AVENUE GAMBETTA;2008;ELOGIE;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655193.9936;6862751.008
48.8782175188, 2.29386265911;"{""type"": ""Point"", ""coordinates"": [2.293862659110885, 48.878217518819426]}";1126.0;53, RUE DES ACACIAS;2008;BATIGERE;6;2;4;0;0;acquisition conventionnement;;17;logement familial;648210.2471;6864475.644
48.8872200237, 2.29693489317;"{""type"": ""Point"", ""coordinates"": [2.296934893172132, 48.887220023695235]}";1127.0;GROUPE COURCELLES  3, AVENUE PAUL ADAM;2008;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;648444.479;6865474.651
48.8867727093, 2.2923283756;"{""type"": ""Point"", ""coordinates"": [2.292328375597036, 48.88677270929434]}";1128.0;GROUPE JEAN MOREAS 3, RUE JEAN MOREAS;2008;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648106.2479;6865427.93
48.8233628947, 2.37602488524;"{""type"": ""Point"", ""coordinates"": [2.376024885242103, 48.82336289467907]}";1129.0;GROUPE PORTE DE VITRY 4, SQUARE DU VELAY;2008;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;13;logement familial;654187.8829;6858325.552
48.8420214877, 2.28200328496;"{""type"": ""Point"", ""coordinates"": [2.282003284963949, 48.84202148771231]}";1154.0;40, RUE LACORDAIRE - 73, RUE DES CEVENNES;2008;RIVP;89;0;89;0;0;acquisition conventionnement;;15;logement familial;647303.88;6860458.823
48.8611659888, 2.3479268786;"{""type"": ""Point"", ""coordinates"": [2.347926878600723, 48.861165988766196]}";1157.0;2 RUE PIERRE LESCOT;2008;ELOGIE;17;0;17;0;0;acquisition conventionnement;;1;logement familial;652159.6911;6862545.539
48.861750073, 2.34823779637;"{""type"": ""Point"", ""coordinates"": [2.348237796374862, 48.86175007301685]}";1158.0;10 RUE PIERRE LESCOT;2008;ELOGIE;10;0;10;0;0;acquisition conventionnement;;1;logement familial;652183.0376;6862610.296
48.8620103625, 2.3428601176;"{""type"": ""Point"", ""coordinates"": [2.342860117599982, 48.86201036249585]}";1161.0;43 RUE BERGER;2008;ELOGIE;4;0;4;0;0;acquisition conventionnement;;1;logement familial;651788.7506;6862642.508
48.8614824094, 2.34816352685;"{""type"": ""Point"", ""coordinates"": [2.348163526849105, 48.86148240942111]}";1163.0;13 RUE DE LA COSSONNERIE;2008;ELOGIE;9;0;9;0;0;acquisition conventionnement;;1;logement familial;652177.3432;6862580.579
48.8602876677, 2.34173392494;"{""type"": ""Point"", ""coordinates"": [2.341733924936896, 48.86028766773719]}";1164.0;4 RUE PERRAULT;2008;ELOGIE;16;0;16;0;0;acquisition conventionnement;;1;logement familial;651704.5322;6862451.647
48.8613143707, 2.34354427698;"{""type"": ""Point"", ""coordinates"": [2.343544276979679, 48.86131437068372]}";1173.0;64 RUE SAINT HONORE;2008;ELOGIE;12;0;12;0;0;acquisition conventionnement;;1;logement familial;651838.2996;6862564.702
48.8582175879, 2.34570550915;"{""type"": ""Point"", ""coordinates"": [2.345705509145271, 48.85821758788638]}";1176.0;3 RUE DES LAVANDIERES SAINTE OPPORTUNE;2008;ELOGIE;5;0;5;0;0;acquisition conventionnement;;1;logement familial;651994.0042;6862219.05
48.8484033261, 2.25949882853;"{""type"": ""Point"", ""coordinates"": [2.259498828529968, 48.84840332614212]}";1462.0;78-82 RUE D'AUTEUIL;2009;PARIS HAB;123;0;78;0;45;construction neuve;;16;logement familial;645658.9069;6861183.667
48.8840203083, 2.36431766759;"{""type"": ""Point"", ""coordinates"": [2.364317667588351, 48.88402030825885]}";1258.0;41-43, RUE DU CHATEAU LANDON;2008;SABLIERE;171;103;68;0;0;construction neuve;;10;foyer pour jeunes travailleurs ou résidence pour jeunes;653382.6578;6865076.974
48.8912731834, 2.33946200626;"{""type"": ""Point"", ""coordinates"": [2.339462006263756, 48.89127318335172]}";1273.0;1, RUE DU RUISSEAU, 134 RUE MARCADET;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;18;logement familial;651566.6726;6865898.413
48.8814176444, 2.36432663383;"{""type"": ""Point"", ""coordinates"": [2.364326633834225, 48.88141764437706]}";1254.0;209-213, RUE LA FAYETTE 37, RUE LOUIS BLANC;2008;RIVP;72;36;36;0;0;construction neuve;;10;logement familial;653380.9855;6864787.568
48.8767797077, 2.3532315843;"{""type"": ""Point"", ""coordinates"": [2.353231584304769, 48.87677970770933]}";1283.0;37 RUE DE CHABROL;2008;SIEMP;7;3;0;4;0;acquisition réhabilitation;;10;logement familial;652563.0906;6864278.467
48.8633885036, 2.40578674685;"{""type"": ""Point"", ""coordinates"": [2.405786746848522, 48.863388503610295]}";1278.0;10, RUE DES LYANES;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656406.4416;6862759.166
48.8450274946, 2.28724214486;"{""type"": ""Point"", ""coordinates"": [2.287242144864291, 48.8450274945997]}";1246.0;80-84, RUE DE LOURMEL;2008;PIER.LUM;12;3;0;9;0;construction neuve;;15;logement familial;647691.3836;6860789.575
48.8712216755, 2.37966403507;"{""type"": ""Point"", ""coordinates"": [2.379664035071184, 48.87122167548496]}";1275.0;17, RUE RAMPONEAU;2008;SIEMP;7;3;4;0;0;acquisition réhabilitation;;20;logement familial;654496.8696;6863644.896
48.8873985679, 2.35222163651;"{""type"": ""Point"", ""coordinates"": [2.35222163651226, 48.8873985678919]}";1264.0;11, RUE DE SUEZ;2008;SIEMP;34;9;16;0;9;acquisition réhabilitation;;18;logement familial;652498.7048;6865459.826
48.8912877268, 2.33932042418;"{""type"": ""Point"", ""coordinates"": [2.339320424179281, 48.89128772675628]}";1272.0;136, RUE MARCADET;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;18;logement familial;651556.305;6865900.117
48.8678763932, 2.39954611887;"{""type"": ""Point"", ""coordinates"": [2.39954611887199, 48.8678763932377]}";1266.0;77 RUE ORFILA;2008;SIEMP;5;0;5;0;0;construction neuve;;20;logement familial;655952.4109;6863261.65
48.85852906, 2.35061574979;"{""type"": ""Point"", ""coordinates"": [2.350615749792317, 48.858529059973016]}";1525.0;10 RUE SAINT BON;2009;RIVP;5;5;0;0;0;acquisition réhabilitation;;4;résidence sociale pour démuni;652354.5483;6862250.709
48.8682858185, 2.40394568822;"{""type"": ""Point"", ""coordinates"": [2.403945688219674, 48.86828581846567]}";1507.0;28-30 RUE DU SURMELIN;2009;SIEMP;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;656275.4883;6863304.73
48.8726370687, 2.37931703418;"{""type"": ""Point"", ""coordinates"": [2.379317034176659, 48.87263706866566]}";1502.0;20-24 RUE DE BELLEVILLE;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;654472.6539;6863802.478
48.8711756036, 2.37949941208;"{""type"": ""Point"", ""coordinates"": [2.379499412078353, 48.87117560355087]}";1495.0;15, RUE RAMPONEAU;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;654484.7541;6863639.868
48.8709744832, 2.39535700901;"{""type"": ""Point"", ""coordinates"": [2.3953570090117, 48.87097448316477]}";1505.0;15 RUE PIXERECOURT;2009;SIEMP;3;0;3;0;0;acquisition réhabilitation;;20;logement familial;655647.7536;6863608.481
48.8884265606, 2.36208139403;"{""type"": ""Point"", ""coordinates"": [2.362081394026342, 48.88842656061609]}";1497.0;39 RUE PAJOL;2009;SIEMP;2;0;2;0;0;acquisition réhabilitation;;18;logement familial;653222.624;6865568.247
48.8399809464, 2.29060848065;"{""type"": ""Point"", ""coordinates"": [2.290608480649614, 48.83998094644733]}";755.0;TERRAINS AVIATION CIVILE 135-147 RUE CONVENTION, 246 RUE LECOURBE;2006;PARIS HAB;20;0;0;0;20;construction neuve;;15;foyer pour personnes handicapées;647933.3879;6860226.229
48.8414525174, 2.2827690868;"{""type"": ""Point"", ""coordinates"": [2.282769086803428, 48.84145251737747]}";727.0;HOPITAL BOUCICAUT 79-91 RUE DES CEVENNES 78 RUE DE LA CONVENTION;2006;SEMEA XV;16;0;16;0;0;construction neuve;;15;logement familial;647359.5085;6860395.049
48.8452913033, 2.31909564747;"{""type"": ""Point"", ""coordinates"": [2.319095647469347, 48.84529130332358]}";722.0;32 BD DU MONTPARNASSE ET 123 RUE DU CHERCHE MIDI;2006;PARIS HAB;20;7;13;0;0;acquisition conventionnement;;15;logement familial;650029.2753;6860798.278
48.860326081, 2.38030036473;"{""type"": ""Point"", ""coordinates"": [2.380300364731105, 48.86032608099226]}";739.0;44-50, RUE PETION 88, RUE DU CHEMIN VERT;2006;PARIS HAB;38;5;33;0;0;acquisition conventionnement;;11;logement familial;654534.0368;6862433.021
48.8926844462, 2.35193796561;"{""type"": ""Point"", ""coordinates"": [2.351937965608777, 48.89268444615073]}";728.0;3-5,  RUE DU NORD - 97, RUE DES POISSONNIERS;2006;SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652482.7278;6866047.758
48.8472895147, 2.3698356759;"{""type"": ""Point"", ""coordinates"": [2.369835675902409, 48.84728951474575]}";747.0;29, AVENUE LEDRU ROLLIN;2006;PARIS HAB;30;3;27;0;0;acquisition conventionnement;;12;logement familial;653754.7139;6860989.546
48.8478982553, 2.31217872445;"{""type"": ""Point"", ""coordinates"": [2.312178724454448, 48.84789825526163]}";711.0;67, AVENUE DE BRETEUIL;2006;IMM 3F;22;4;13;0;5;acquisition conventionnement;;7;logement familial;649524.1887;6861092.544
48.8804267297, 2.32519823208;"{""type"": ""Point"", ""coordinates"": [2.325198232082474, 48.880426729717456]}";710.0;11 BIS, RUE DE MOSCOU;2006;IMM 3F;12;4;8;0;0;acquisition conventionnement;;8;logement familial;650510.5129;6864701.197
48.8769440827, 2.38789913276;"{""type"": ""Point"", ""coordinates"": [2.387899132761414, 48.8769440827172]}";717.0;48, RUE DE LA VILLETTE;2006;SIEMP;2;0;2;0;0;acquisition réhabilitation;;19;logement familial;655105.8541;6864276.476
48.893141078, 2.34988583349;"{""type"": ""Point"", ""coordinates"": [2.349885833485189, 48.89314107797922]}";729.0;38 A 48 RUE DU NORD;2006;SIEMP;13;0;0;0;13;construction neuve;;18;logement familial;652332.6826;6866099.77
48.822628278, 2.32910488654;"{""type"": ""Point"", ""coordinates"": [2.329104886543027, 48.82262827800725]}";964.0;144-160 RUE DE LA TOMBE ISSOIRE BD JOURDAN;2010;LOGIS.TR.;21;0;21;0;0;construction neuve;régularisation sur agrément antérieur;14;résidence pour étudiants;650742.4128;6858272.117
48.8713939264, 2.35075071824;"{""type"": ""Point"", ""coordinates"": [2.350750718241414, 48.87139392637848]}";989.0;25-27 RUE DE L'ECHIQUIER;2007;SABLIERE;66;66;0;0;0;construction neuve;;10;foyer pour jeunes travailleurs ou résidence pour jeunes;652376.2127;6863681.099
48.877809236, 2.32645734576;"{""type"": ""Point"", ""coordinates"": [2.326457345756133, 48.87780923596613]}";990.0;2-4, IMPASSE D'AMSTERDAM - 39-41, RUE DE LONDRES;2007;SABLIERE;26;1;25;0;0;construction neuve;;8;logement familial;650600.3705;6864409.361
48.8934914037, 2.31668412114;"{""type"": ""Point"", ""coordinates"": [2.316684121142421, 48.893491403730074]}";985.0;10-12, PASSAGE DU PETIT CERF 7 RUE BOULAY;2007;RIVP;22;0;11;0;11;acquisition réhabilitation;;17;logement familial;649898.6811;6866159.279
48.8761901273, 2.33666275628;"{""type"": ""Point"", ""coordinates"": [2.336662756282101, 48.87619012734825]}";988.0;32-34 RUE DE CHATEAUDUN 23-27 RUE SAINT LAZARE;2007;RIVP;48;15;23;0;10;construction neuve;;9;logement familial;651347.3356;6864222.991
48.8953123945, 2.34393214417;"{""type"": ""Point"", ""coordinates"": [2.343932144168142, 48.89531239453886]}";980.0;6-8-10 IMPASSE LETORT 5-7-9, PASSAGE COMMUN;2007;RIVP;11;0;11;0;0;construction neuve;;18;logement familial;651898.1655;6866344.82
48.866517858, 2.34580383971;"{""type"": ""Point"", ""coordinates"": [2.345803839714633, 48.86651785803642]}";971.0;13, RUE LEOPOLD BELLAN;2007;PARIS HAB;21;8;13;0;0;acquisition réhabilitation;;2;logement familial;652008.8651;6863141.912
48.8648312386, 2.34831317274;"{""type"": ""Point"", ""coordinates"": [2.348313172741574, 48.86483123855711]}";991.0;1, RUE DUSSOUBS;2007;SEMPSEINE;11;6;5;0;0;acquisition réhabilitation;;2;logement familial;652191.3951;6862952.851
48.8695889186, 2.37627032528;"{""type"": ""Point"", ""coordinates"": [2.376270325279525, 48.86958891864172]}";962.0;6, RUE DESARGUES;2007;SIEMP;1;0;0;0;1;acquisition réhabilitation;;11;logement familial;654246.5039;6863465.306
48.8639823908, 2.39030895864;"{""type"": ""Point"", ""coordinates"": [2.390308958638045, 48.86398239077836]}";900.0;16-22, RUE FERNAND LEGER (FOYER MURIERS);2010;AFTAM;-8;-8;0;0;0;acquisition réhabilitation;"résidence sociale issue du plan de traitement des foyers de travailleurs migrants;régularisation sur agrément antérieur";20;foyer de travailleurs migrants;655271.4692;6862833.858
48.8689338596, 2.37639138279;"{""type"": ""Point"", ""coordinates"": [2.376391382789425, 48.86893385958095]}";904.0;77 RUE DE LA FONTAINE AU ROI;2007;ADOMA;189;189;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;11;foyer de travailleurs migrants;654254.8086;6863392.398
48.8573062555, 2.40192026684;"{""type"": ""Point"", ""coordinates"": [2.401920266842432, 48.85730625547165]}";953.0;FREQUEL FONTARABIE  LOT 6C  15-15 BIS PASSAGE FREQUEL;2007;PARIS HAB;5;0;5;0;0;construction neuve;;20;logement familial;656117.666;6862085.009
48.8211790786, 2.34624366044;"{""type"": ""Point"", ""coordinates"": [2.346243660443183, 48.82117907863117]}";924.0;39-41 RUE DES LONGUES RAIES 37 RUE CACHEUX;2007;PARIS HAB;60;0;8;12;40;construction neuve;;13;logement familial;651999.3903;6858100.429
48.8515560271, 2.37456941325;"{""type"": ""Point"", ""coordinates"": [2.374569413251366, 48.85155602710094]}";956.0;80, RUE DU FAUBOURG SAINT ANTOINE;2007;PARIS HAB;28;9;19;0;0;acquisition conventionnement;;12;logement familial;654105.8546;6861461.181
48.8247157234, 2.37010074309;"{""type"": ""Point"", ""coordinates"": [2.370100743086414, 48.824715723435176]}";947.0;36-36BIS RUE DU CHATEAU DES RENTIERS LOT G5;2007;RIVP;10;0;10;0;0;construction neuve;;13;logement familial;653754.1428;6858479.424
48.8733804006, 2.3467829004;"{""type"": ""Point"", ""coordinates"": [2.346782900400183, 48.87338040060948]}";928.0;11-11BIS RUE DU CONSERVATOIRE;2007;SEMIDEP;22;4;12;0;6;acquisition réhabilitation;;9;logement familial;652086.9989;6863904.381
48.8524798326, 2.37896528183;"{""type"": ""Point"", ""coordinates"": [2.378965281825078, 48.85247983260295]}";955.0;23 RUE TROUSSEAU;2007;BATIGERE;24;4;12;0;8;acquisition conventionnement;;11;logement familial;654429.225;6861561.354
48.8507055716, 2.29196686793;"{""type"": ""Point"", ""coordinates"": [2.291966867934006, 48.85070557164804]}";905.0;58, BD DE GRENELLE - 2, RUE VIALA;2007;FIAC;15;0;0;0;15;construction neuve;;15;logement familial;648043.7784;6861417.799
48.8660566947, 2.33329744891;"{""type"": ""Point"", ""coordinates"": [2.333297448912425, 48.866056694725245]}";954.0;23, RUE D'ARGENTEUIL;2007;FREHA;2;2;0;0;0;acquisition réhabilitation;;1;logement familial;651090.9982;6863098.308
48.8931884728, 2.30226218239;"{""type"": ""Point"", ""coordinates"": [2.302262182385323, 48.89318847278972]}";605.0;12-18 BD DU FORT DE VAUX;2006;ADOMA;277;277;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;17;foyer de travailleurs migrants;648840.9815;6866134.842
48.8882134294, 2.36060264138;"{""type"": ""Point"", ""coordinates"": [2.360602641380366, 48.88821342943328]}";616.0;83, RUE PHILIPPE DE GIRARD;2006;SIEMP;12;0;12;0;0;acquisition réhabilitation;;18;résidence pour étudiants;653114.0003;6865545.425
48.8889817896, 2.35463069768;"{""type"": ""Point"", ""coordinates"": [2.354630697677869, 48.88898178963379]}";536.0;EMILE DUPLOYE LOT 5 - 6, RUE ERNESTINE;2005;PARIS HAB;8;0;8;0;0;construction neuve;;18;logement familial;652676.7951;6865634.425
48.8437696518, 2.28026816942;"{""type"": ""Point"", ""coordinates"": [2.280268169416231, 48.84376965178852]}";561.0;45, RUE SEBASTIEN MERCIER;2005;PARIS HAB;13;4;9;0;0;acquisition réhabilitation;;15;logement familial;647178.3095;6860654.359
48.8457394761, 2.40387824189;"{""type"": ""Point"", ""coordinates"": [2.403878241888092, 48.84573947611731]}";621.0;3-5-7, CITE DEBERGUE;2006;ELOGIE;3;3;0;0;0;acquisition réhabilitation;;12;logement familial;656251.6142;6860797.797
48.8718480187, 2.36065319588;"{""type"": ""Point"", ""coordinates"": [2.360653195876299, 48.87184801868911]}";554.0;14, RUE LUCIEN SAMPAIX;2005;IMM 3F;31;31;0;0;0;acquisition réhabilitation;;10;maison relais;653102.9729;6863725.664
48.8887717364, 2.34701723579;"{""type"": ""Point"", ""coordinates"": [2.347017235792171, 48.888771736390275]}";610.0;30, RUE CUSTINE;2006;SAGECO;10;2;8;0;0;acquisition réhabilitation;;18;logement familial;652118.3398;6865615.658
48.8824721436, 2.3346847618;"{""type"": ""Point"", ""coordinates"": [2.3346847617997, 48.88247214358874]}";598.0;8, RUE FROMENTIN;2005;SEMIDEP;43;9;22;0;12;acquisition réhabilitation;;9;logement familial;651208.1481;6864922.73
48.8706722924, 2.38067555973;"{""type"": ""Point"", ""coordinates"": [2.380675559732661, 48.870672292405956]}";539.0;21, RUE BISSON;2005;RIVP;29;0;29;0;0;construction neuve;;20;résidence pour étudiants;654570.5867;6863583.226
48.8398031308, 2.32376632492;"{""type"": ""Point"", ""coordinates"": [2.323766324918592, 48.83980313077536]}";570.0;25-27, RUE DE LA GAITE;2005;RIVP;20;20;0;0;0;construction neuve;;14;maison relais;650366.816;6860185.105
48.85903906, 2.35937175586;"{""type"": ""Point"", ""coordinates"": [2.359371755857644, 48.85903905995659]}";829.0;62-64, RUE VIEILLE DU TEMPLE;2007;FREHA;2;2;0;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";3;logement familial;652997.4241;6862302.169
48.8972223198, 2.3179198648;"{""type"": ""Point"", ""coordinates"": [2.317919864799634, 48.897222319801]}";844.0;PORTE POUCHET - 47, RUE PIERRE REBIERE (RECONSTITUTION TOUR BOREL) LOT A;2007;PARIS HAB;92;0;0;92;0;construction neuve;;17;logement familial;649992.8683;6866573.354
48.8846227069, 2.36419950816;"{""type"": ""Point"", ""coordinates"": [2.364199508158375, 48.88462270691089]}";848.0;ILOT CAILLIE (LOTS 6 ET 7) 1 A 11 ET 6-10, RUE CAILLIE;2007;SIEMP;40;14;0;0;26;construction neuve;;18;logement familial;653374.5322;6865144.027
48.8284565057, 2.31602251988;"{""type"": ""Point"", ""coordinates"": [2.316022519880557, 48.828456505715955]}";866.0;88, RUE DIDOT - 1 A 7 VILLA MALLEBAY;2007;ELOGIE;4;2;0;2;0;acquisition réhabilitation;;14;logement familial;649787.5335;6858928.385
48.8555528582, 2.35724400925;"{""type"": ""Point"", ""coordinates"": [2.357244009252114, 48.85555285822791]}";867.0;48, RUE FRANCOIS MIRON 31, RUE GEOFFROY L'ASNIER;2007;SEMPSEINE;4;0;4;0;0;construction neuve;;4;logement familial;652838.1604;6861915.802
48.8929230878, 2.35102419882;"{""type"": ""Point"", ""coordinates"": [2.351024198819418, 48.8929230877881]}";855.0;22,  RUE DU NORD 21 RUE EMILE CHAINE;2007;SIEMP;3;3;0;0;0;construction neuve;;18;logement familial;652415.9481;6866074.844
48.8758217746, 2.40167166678;"{""type"": ""Point"", ""coordinates"": [2.401671666776612, 48.87582177463019]}";853.0;266, RUE DE BELLEVILLE;2007;SIEMP;18;6;12;0;0;acquisition réhabilitation;;20;logement familial;656115.0266;6864143.94
48.8906221958, 2.34358769093;"{""type"": ""Point"", ""coordinates"": [2.343587690927031, 48.890622195762454]}";830.0;54 RUE DU MONT CENIS;2007;RIVP;30;10;20;0;0;acquisition réhabilitation;;18;logement familial;651868.5758;6865823.504
48.856637282, 2.4020401159;"{""type"": ""Point"", ""coordinates"": [2.402040115896908, 48.85663728203723]}";862.0;43 RUE DES ORTEAUX;2007;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;20;logement familial;656125.8961;6862010.558
48.8888362655, 2.35834646949;"{""type"": ""Point"", ""coordinates"": [2.358346469492792, 48.88883626546074]}";841.0;13, RUE DOUDEAUVILLE;2007;SIEMP;6;6;0;0;0;construction neuve;;18;logement familial;652949.1252;6865616.023
48.8590090749, 2.34556989723;"{""type"": ""Point"", ""coordinates"": [2.345569897234434, 48.859009074887666]}";772.0;5-7-9-11 RUE DES DEUX BOULES / 16, RUE BERTIN POIREE;2007;IMM 3F;47;11;24;0;12;acquisition réhabilitation;;1;logement familial;651984.7839;6862307.139
48.8773315745, 2.32680645402;"{""type"": ""Point"", ""coordinates"": [2.326806454022869, 48.87733157448566]}";779.0;17 BIS,19 ET 21 RUE D'AMSTERDAM - 39-41, RUE DE LONDRES,;2007;SABLIERE;35;5;20;0;10;construction neuve;;8;logement familial;650625.5217;6864356.03
48.8389114657, 2.25736932777;"{""type"": ""Point"", ""coordinates"": [2.257369327770068, 48.83891146565701]}";784.0;116-118, RUE MICHEL-ANGE - 109, BD MURAT;2007;ELOGIE;20;4;16;0;0;acquisition conventionnement;;16;logement familial;645492.7137;6860129.746
48.8465248451, 2.40624708593;"{""type"": ""Point"", ""coordinates"": [2.406247085929368, 48.84652484512911]}";767.0;84, AVENUE DU DOCTEUR ARNOLD NETTER;2007;COALLIA;24;24;0;0;0;construction neuve;;12;résidence sociale pour démuni;656426.1131;6860883.813
48.8668343173, 2.37217207668;"{""type"": ""Point"", ""coordinates"": [2.372172076682912, 48.86683431728016]}";774.0;6, CITE DES TROIS BORNES;2007;PARIS HAB;12;0;12;0;0;acquisition réhabilitation;;11;logement familial;653943.4491;6863161.397
48.8950601293, 2.37443445287;"{""type"": ""Point"", ""coordinates"": [2.374434452868924, 48.89506012928297]}";756.0;77  RUE CURIAL;2006;PARIS HAB;8;0;0;0;8;construction neuve;;19;foyer pour personnes handicapées;654134.2753;6866298.62
48.8790927112, 2.31749619275;"{""type"": ""Point"", ""coordinates"": [2.317496192752583, 48.879092711155636]}";780.0;32, RUE DU GENERAL FOY;2007;RIVP;6;2;4;0;0;acquisition réhabilitation;;8;logement familial;649944.3826;6864557.718
48.8643240163, 2.40142843389;"{""type"": ""Point"", ""coordinates"": [2.40142843388736, 48.864324016325874]}";761.0;31, RUE DE LA COUR DES NOUES;2006;RIVP;15;0;15;0;0;construction neuve;;20;logement familial;656087.4952;6862865.603
48.8809173512, 2.37225970776;"{""type"": ""Point"", ""coordinates"": [2.372259707764789, 48.88091735123614]}";766.0;6-8 PASSAGE DE LA BRIE;2006;SIEMP;9;0;9;0;0;construction neuve;;19;logement familial;653962.3267;6864727.284
48.8247472028, 2.32145899031;"{""type"": ""Point"", ""coordinates"": [2.321458990309508, 48.82474720284931]}";762.0;19, RUE MORERE;2006;SEMEA XV;12;0;12;0;0;construction neuve;;14;logement familial;650183.0841;6858512.512
48.8872361062, 2.35573562281;"{""type"": ""Point"", ""coordinates"": [2.355735622808679, 48.887236106195196]}";694.0;5 RUE MYRHA;2006;BATIGERE;8;0;8;0;0;construction neuve;opération abandonnée;18;logement familial;652756.2307;6865439.653
48.8300131667, 2.35002167386;"{""type"": ""Point"", ""coordinates"": [2.350021673856615, 48.83001316667874]}";682.0;48 BD AUGUSTE BLANQUI;2006;FREHA;52;52;0;0;0;acquisition réhabilitation;;13;foyer pour jeunes travailleurs ou résidence pour jeunes;652284.8618;6859080.385
48.8968468224, 2.35873068039;"{""type"": ""Point"", ""coordinates"": [2.358730680394661, 48.896846822367806]}";689.0;75-83, RUE DE LA CHAPELLE , 1 ET 2 IMPASSE DU GUE;2006;PARIS HAB;46;15;0;0;31;construction neuve;;18;logement familial;652984.5318;6866506.528
48.8414487703, 2.2808327159;"{""type"": ""Point"", ""coordinates"": [2.280832715902828, 48.84144877034697]}";678.0;170, RUE SAINT CHARLES - 55 RUE DES BERGERS;2006;PARIS HAB;48;10;38;0;0;acquisition conventionnement;;15;logement familial;647217.3905;6860395.925
48.8369649722, 2.37165783082;"{""type"": ""Point"", ""coordinates"": [2.371657830820705, 48.83696497221342]}";674.0;2-2 BIS, RUE EDMOND FLAMAND - 20, BD VINCENT AURIOL;2006;FREHA;27;27;0;0;0;construction neuve;;13;logement familial;653879.2966;6859840.494
48.831056503, 2.3205983919;"{""type"": ""Point"", ""coordinates"": [2.320598391904283, 48.83105650300861]}";666.0;68 RUE DU MOULIN VERT;2006;SIEMP;3;3;0;0;0;acquisition réhabilitation;;14;logement familial;650125.9386;6859214.574
48.8499769483, 2.40760226868;"{""type"": ""Point"", ""coordinates"": [2.407602268683704, 48.84997694832576]}";698.0;30, RUE DES MARAICHERS;2006;AXIMO;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656528.4441;6861266.909
48.8876028575, 2.35027606569;"{""type"": ""Point"", ""coordinates"": [2.350276065685532, 48.88760285747201]}";688.0;26, RUE POULET;2006;PARIS HAB;19;0;19;0;0;acquisition réhabilitation;;18;logement familial;652356.2271;6865483.714
48.868678268, 2.34511633794;"{""type"": ""Point"", ""coordinates"": [2.34511633793889, 48.86867826799222]}";693.0;6, RUE DU CROISSANT;2006;SIEMP;3;3;0;0;0;construction neuve;;2;logement familial;651960.4242;6863382.551
48.8885811265, 2.37323374506;"{""type"": ""Point"", ""coordinates"": [2.373233745058528, 48.88858112645159]}";672.0;27, RUE RIQUET;2006;PARIS HAB;44;0;0;0;44;construction neuve;;19;logement familial;654040.5241;6865578.885
48.8277339125, 2.37721315811;"{""type"": ""Point"", ""coordinates"": [2.377213158110507, 48.82773391248778]}";898.0;ZAC PARIS RIVE GAUCHE LOT M9C 50, RUE WATT - 39-55 RUE DES GRANDS MOULINS;2007;RIVP;65;0;0;0;65;construction neuve;;13;logement familial;654278.9571;6858810.87
48.8284565057, 2.31602251988;"{""type"": ""Point"", ""coordinates"": [2.316022519880557, 48.828456505715955]}";869.0;88, RUE DIDOT - 1 A 7 VILLA MALLEBAY;2007;ELOGIE;2;1;0;1;0;construction neuve;;14;logement familial;649787.5335;6858928.385
